gio_hoc_moi_tuan,diem_dau_vao,diem_trung_binh_truoc,tham_gia_ngoai_khoa,gio_giai_tri,lam_them,khoang_cach_den_truong,chat_luong_giac_ngu,so_lan_vang_mat,gpa
19.2,7.92,7.09,1,11.2,0,4.0,6.9,2,4.86
22.8,8.1,6.47,0,17.8,0,4.5,4.9,0,4.35
36.8,8.46,6.18,0,17.3,0,2.4,7.4,4,4.9
22.7,9.31,7.96,0,24.4,0,4.3,8.8,4,5.91
32.2,8.01,5.8,1,21.9,0,13.5,7.3,4,4.26
30.5,6.44,6.11,0,9.0,0,2.6,7.0,3,3.61
23.5,7.24,5.9,0,14.0,0,25.4,6.2,1,3.24
51.4,7.81,5.51,0,8.2,0,12.8,7.6,5,5.31
36.3,9.57,7.15,1,5.8,0,10.6,5.5,5,7.41
9.7,6.1,8.16,1,26.0,0,5.1,3.4,3,2.51
31.9,8.7,6.82,1,22.4,0,22.5,9.4,3,5.58
23.4,7.68,5.49,1,11.9,1,9.3,8.4,3,3.85
38.5,8.34,7.84,1,21.2,0,7.4,5.4,2,6.69
22.1,7.4,8.69,0,22.0,0,8.7,4.8,2,4.7
28.9,6.66,6.35,1,5.4,0,4.9,7.2,5,4.39
35.0,8.25,6.52,0,19.3,0,12.1,7.1,1,5.43
38.7,8.15,7.52,1,12.5,1,7.0,8.2,1,7.71
18.0,8.47,8.62,0,16.9,1,5.8,6.5,2,5.88
26.7,7.49,6.48,1,30.0,1,15.0,8.7,1,3.72
25.3,6.9,5.67,1,22.9,0,5.9,6.7,4,3.25
23.5,5.94,7.63,1,14.4,0,22.6,8.8,2,4.72
47.7,8.32,7.8,1,22.1,0,10.6,6.7,3,6.96
34.0,7.92,7.01,1,5.4,1,22.8,5.7,6,5.58
17.4,6.53,6.44,0,17.5,0,6.5,6.4,5,2.34
39.2,6.96,7.99,0,17.6,1,10.2,8.0,3,6.15
51.2,7.03,7.53,0,18.5,0,2.8,7.5,8,6.18
40.3,6.02,6.23,0,12.5,1,6.9,7.1,4,4.05
14.8,6.68,7.05,0,16.9,0,9.3,5.4,3,2.87
25.2,6.37,5.65,0,19.3,0,4.2,6.9,2,2.48
42.7,7.09,7.69,1,3.4,0,10.0,6.0,4,7.02
22.9,6.76,6.74,1,13.4,1,8.3,6.0,2,3.45
34.4,5.87,6.56,0,10.5,1,3.1,8.5,2,4.15
37.7,9.52,6.97,0,18.3,1,3.5,5.9,4,6.21
20.7,8.75,7.04,0,21.9,0,21.7,5.8,2,4.22
29.4,6.72,7.89,0,11.9,0,3.7,7.5,3,5.44
0.0,7.77,7.59,1,9.6,1,7.2,5.6,1,3.56
19.8,7.92,6.84,0,15.6,0,37.4,6.2,4,3.49
27.5,8.69,7.76,1,9.2,0,3.1,9.9,3,7.37
17.5,6.68,7.4,0,13.9,1,9.9,6.7,3,3.76
46.3,8.59,6.57,0,13.3,0,24.3,8.0,5,6.6
15.7,6.95,6.88,1,17.9,0,14.5,10.0,3,4.17
25.6,6.16,6.85,0,16.6,0,14.7,7.3,4,3.44
31.3,8.22,7.51,0,15.8,0,19.9,7.8,5,5.42
44.4,8.79,6.63,0,23.2,0,12.4,7.5,2,6.3
15.6,10.0,6.61,1,16.3,0,6.8,6.5,3,5.07
41.6,6.3,8.97,0,12.9,0,10.3,7.2,2,6.87
30.1,8.2,7.94,1,13.5,1,10.2,6.7,3,6.26
20.2,7.09,6.24,1,11.2,1,7.5,5.6,6,3.36
34.6,8.28,7.57,1,9.9,1,1.1,8.2,5,6.79
32.0,6.03,7.12,0,8.1,0,5.4,4.3,2,4.06
24.0,6.24,7.39,1,20.7,0,18.0,7.0,1,4.61
30.7,6.72,7.14,1,11.4,0,3.9,6.6,6,4.36
26.1,7.58,8.19,0,16.6,0,17.8,5.4,7,4.59
31.1,6.86,7.35,0,13.5,0,4.7,7.9,6,4.9
36.6,8.16,6.94,1,14.9,0,11.5,5.5,1,6.01
45.9,8.53,8.04,1,20.8,0,5.7,6.4,1,8.07
17.6,8.1,7.23,0,15.9,0,5.6,8.1,2,4.68
51.3,9.12,7.12,1,10.4,0,2.4,4.1,5,7.57
10.5,7.92,7.31,1,12.2,1,13.6,8.6,0,4.98
28.5,6.28,6.91,0,19.3,0,4.8,6.9,2,3.84
35.9,8.86,7.01,0,17.4,1,3.7,6.5,7,5.25
32.8,6.89,6.41,1,19.6,0,5.0,4.9,1,4.07
23.8,8.41,6.25,0,13.8,0,6.8,7.1,4,4.13
27.9,9.07,6.0,1,8.0,1,4.5,7.0,6,4.9
25.1,7.96,5.61,1,17.5,0,7.6,7.8,6,3.7
24.1,6.0,6.12,0,16.3,0,15.8,6.3,1,2.73
38.5,6.58,6.83,0,16.4,0,8.0,5.5,2,4.37
33.6,8.82,7.1,0,8.1,0,12.8,7.5,5,6.45
23.1,7.33,6.73,0,11.8,0,26.2,6.1,2,4.15
39.0,7.58,4.64,1,10.3,0,3.8,7.8,2,4.75
33.1,8.26,8.57,0,17.0,0,16.8,5.5,3,7.19
38.1,8.2,8.09,1,17.2,0,8.4,8.2,3,7.02
36.3,7.78,7.45,1,14.8,0,14.0,9.2,3,6.35
21.7,7.29,8.91,1,19.8,1,7.1,6.8,3,5.79
24.4,7.19,6.02,1,22.5,0,10.7,9.0,2,3.83
37.5,8.36,8.89,1,16.8,0,5.0,8.1,4,8.19
36.1,8.05,6.03,1,18.4,0,5.3,7.5,3,5.07
29.8,7.24,7.24,0,12.3,1,4.6,7.0,3,5.07
31.2,8.58,5.73,1,11.4,1,5.6,6.2,1,4.68
42.8,7.37,7.01,1,20.0,0,4.3,8.8,3,6.04
24.1,6.65,7.39,1,10.6,0,5.7,8.5,4,5.04
35.5,6.74,6.85,1,18.5,1,31.2,5.4,1,4.69
28.0,6.52,7.71,0,23.6,0,9.4,7.2,7,3.83
27.8,7.23,7.1,0,18.3,1,13.5,5.8,6,3.35
41.0,8.73,6.48,0,14.6,1,5.1,7.7,3,6.31
38.3,6.69,6.43,0,8.3,0,3.0,8.1,2,5.22
38.1,7.69,7.81,0,15.8,1,9.0,4.7,2,5.67
43.1,6.84,6.35,1,20.0,0,7.5,6.9,1,5.01
30.2,7.24,7.92,0,14.1,1,19.2,7.6,6,4.93
36.8,5.99,8.22,0,20.1,0,5.5,7.1,4,5.01
26.9,7.28,5.33,1,16.8,0,16.4,9.7,4,3.18
33.2,7.31,8.13,0,16.5,1,14.2,4.6,2,5.54
28.7,8.04,9.06,1,13.4,0,0.5,9.0,2,7.7
31.0,7.72,7.25,0,7.7,1,1.9,5.7,4,5.2
36.0,6.3,7.6,0,12.9,1,3.1,3.8,3,4.54
21.8,8.58,8.04,0,12.8,0,17.0,7.5,2,5.96
50.9,7.71,6.72,1,17.9,0,3.4,6.8,2,6.87
19.9,7.7,7.18,1,14.9,0,12.6,7.1,4,4.67
17.9,7.49,5.69,1,20.4,0,6.4,7.8,2,3.03
41.6,6.98,7.14,0,16.4,0,5.7,7.8,6,5.06
37.9,7.72,7.5,1,12.5,0,10.9,6.2,3,6.12
36.2,7.98,7.52,1,10.9,1,4.7,8.2,7,6.53
36.3,5.75,8.07,0,12.0,1,6.7,4.0,2,4.84
29.9,6.96,6.23,1,15.8,0,5.9,6.9,5,4.1
21.0,7.25,6.47,1,13.1,1,30.6,8.7,5,3.45
30.8,7.76,8.9,0,9.6,1,1.0,7.4,3,7.17
23.2,8.69,6.85,0,20.0,0,4.1,7.1,3,4.09
39.8,6.73,7.2,1,15.8,0,17.8,6.5,2,6.16
28.5,7.0,6.93,0,16.4,0,16.1,7.5,2,4.72
21.7,6.99,6.18,1,10.9,0,10.7,6.6,3,3.29
26.8,6.7,8.62,1,9.8,0,3.1,7.9,0,6.63
34.1,7.15,6.47,0,14.2,0,27.9,6.2,4,3.96
24.4,8.27,5.87,0,4.9,1,5.2,9.3,2,4.69
21.8,6.45,6.55,1,18.9,0,9.0,7.8,3,3.36
32.4,7.93,5.0,0,11.5,1,3.1,9.7,7,3.67
32.4,5.8,6.35,0,13.7,0,3.8,6.4,3,3.18
24.9,6.94,6.03,0,17.1,0,19.8,8.8,2,3.13
25.3,7.17,7.62,1,13.9,0,36.3,5.1,4,4.88
32.3,9.17,6.33,1,9.2,1,0.5,8.1,2,6.65
15.5,7.23,7.89,1,22.5,0,10.1,6.8,4,4.12
15.9,5.3,8.4,1,7.3,0,4.8,7.2,0,4.75
22.8,5.5,7.78,0,3.8,1,4.9,8.1,3,4.31
27.9,7.53,6.78,1,19.4,0,8.2,8.1,2,4.95
33.1,8.11,7.14,1,7.7,1,14.5,8.3,3,6.33
44.8,7.88,5.48,1,21.3,0,19.0,7.5,4,4.61
38.6,7.67,6.87,1,16.9,1,3.6,7.8,2,5.79
28.4,8.66,6.14,1,16.4,0,11.9,6.7,1,5.0
29.8,6.96,7.69,1,12.2,0,11.5,6.0,5,5.06
20.0,8.39,9.57,1,10.9,0,4.2,7.3,3,7.77
29.8,5.87,7.5,0,13.1,0,6.1,3.8,4,3.86
27.1,6.6,5.01,1,10.6,1,0.8,7.6,3,2.71
33.2,5.69,6.64,1,21.0,0,6.3,8.3,3,4.11
21.7,7.23,7.12,1,11.3,1,9.2,7.9,3,5.06
35.2,7.45,7.09,0,17.5,0,12.8,6.1,2,5.21
45.3,7.61,6.27,1,20.0,0,13.8,3.9,4,4.79
28.9,7.56,7.25,0,10.6,0,3.9,8.0,3,5.18
34.0,6.57,5.76,0,16.9,0,5.3,5.8,1,3.1
36.9,7.31,6.06,1,10.5,0,1.6,5.1,4,4.75
26.0,6.0,7.65,1,14.1,1,5.7,8.4,2,4.98
32.2,8.86,5.98,1,12.7,0,6.9,5.0,4,5.37
30.1,7.2,7.54,0,11.5,0,9.2,6.7,4,4.95
31.0,7.01,5.63,1,15.8,1,9.9,9.7,0,4.11
22.3,9.09,8.76,0,8.9,0,9.0,6.0,3,6.88
30.2,6.26,6.23,0,19.6,0,1.4,5.4,1,2.71
35.0,6.37,6.78,0,9.6,1,22.2,7.8,2,4.29
44.5,6.4,7.33,0,8.7,0,7.6,7.5,2,6.69
39.6,7.43,6.43,1,13.7,1,11.6,4.5,2,5.11
51.5,7.93,7.14,0,13.1,0,13.4,7.1,2,6.9
22.3,8.24,7.58,0,16.8,0,7.7,8.8,4,5.21
38.7,10.0,7.96,1,15.4,1,3.3,9.1,3,9.06
31.8,5.25,7.79,1,6.9,1,9.9,6.6,3,4.51
51.9,8.11,6.83,0,19.9,0,2.6,7.7,2,6.94
21.9,6.94,6.85,0,13.6,0,6.3,7.8,7,2.91
21.6,6.91,9.35,1,16.2,0,21.5,8.5,3,6.67
24.0,6.88,7.95,0,26.0,1,4.3,6.9,3,4.14
8.8,6.59,6.08,0,21.4,1,5.5,8.9,1,1.87
24.7,9.18,7.1,0,16.1,0,6.5,5.9,1,5.8
22.4,8.34,6.66,1,8.1,1,13.6,8.2,1,5.56
31.5,7.52,6.86,1,8.2,0,12.4,5.5,6,4.99
33.4,8.85,5.77,1,20.8,0,6.7,4.3,2,4.64
48.8,5.99,6.59,1,13.0,0,22.6,7.9,3,5.59
39.5,6.17,8.81,1,14.2,0,11.2,10.0,1,7.51
24.2,5.32,7.58,0,9.3,1,7.6,7.5,4,3.77
21.0,6.8,4.51,1,17.2,0,12.0,6.7,3,1.61
34.9,7.66,8.22,1,20.7,1,9.0,8.9,3,6.37
16.8,7.6,8.09,1,22.6,1,10.1,6.3,3,4.89
48.3,7.65,6.64,0,12.8,0,1.3,4.4,2,6.02
41.8,6.09,7.72,0,18.2,1,5.0,8.4,2,5.94
25.3,8.3,6.14,1,14.5,0,16.6,9.3,2,5.22
12.9,7.74,6.53,0,19.4,1,5.2,7.2,1,2.74
43.5,8.23,8.5,0,15.0,1,3.3,7.5,3,7.62
28.9,5.61,6.73,0,10.9,0,8.8,6.1,4,3.31
42.4,7.81,5.13,0,21.6,1,4.9,6.8,1,3.94
14.1,6.31,6.94,0,15.5,0,10.6,7.3,7,2.04
24.0,7.1,6.92,0,13.2,0,2.5,7.1,2,4.45
30.1,8.03,8.2,1,15.9,1,12.8,7.1,3,6.5
30.5,7.59,7.01,0,11.3,0,12.0,2.3,5,4.02
25.5,6.65,6.58,1,17.1,1,10.0,7.2,1,4.13
